term	gene
K07426	NP_000769.2
K15001	NP_000769.2
K17687	NP_000769.2
K17688	NP_000769.2
K17726	NP_000769.2
K17728	NP_000769.2
K17729	NP_000769.2
K17730	NP_000769.2
K17731	NP_000769.2
K18228	NP_000769.2
K07426	NP_000770.2
K15001	NP_000770.2
K17687	NP_000770.2
K17688	NP_000770.2
K17726	NP_000770.2
K17728	NP_000770.2
K17729	NP_000770.2
K17730	NP_000770.2
K17731	NP_000770.2
K00489	NP_000771.2
K07430	NP_000771.2
K00488	NP_000773.2
K07436	NP_000773.2
K07438	NP_000773.2
K17951	NP_000773.2
K07437	NP_000774.2
K12664	NP_000774.2
K12665	NP_000774.2
K00488	NP_000775.1
K07436	NP_000775.1
K07438	NP_000775.1
K17951	NP_000775.1
K00488	NP_000776.1
K07436	NP_000776.1
K07438	NP_000776.1
K17951	NP_000776.1
K05917	NP_000777.1
K00503	NP_000778.3
K00893	NP_000779.1
K01283	NP_000780.1
K01590	NP_000781.2
K01593	NP_000781.2
K00287	NP_000782.1
K01562	NP_000783.2
K17904	NP_000784.3
K04144	NP_000785.1
K04148	NP_000785.1
K05840	NP_000785.1
K04145	NP_000786.1
K14049	NP_000786.1
K04146	NP_000787.2
K04144	NP_000789.1
K04148	NP_000789.1
K05840	NP_000789.1
K05437	NP_000790.2
K04358	NP_000791.1
K18496	NP_000791.1
K09568	NP_000792.1
K13649	NP_000793.1
K13649	NP_000794.3
K13649	NP_000795.2
K13768	NP_000796.1
K05175	NP_000797.2
K05175	NP_000798.2
K05175	NP_000799.1
K05175	NP_000800.2
K05175	NP_000801.1
K05175	NP_000802.2
K05181	NP_000803.2
K05181	NP_000804.1
K05181	NP_000805.1
K05181	NP_000806.2
K05184	NP_000806.2
K05186	NP_000807.2
K01580	NP_000808.2
K01580	NP_000809.1
K05464	NP_000811.1
K10106	NP_000812.2
K04584	NP_000814.2
K05196	NP_000815.1
K05252	NP_000816.4
K05197	NP_000817.5
K05198	NP_000817.5
K05199	NP_000817.5
K05200	NP_000817.5
K05313	NP_000817.5
K05197	NP_000818.2
K05198	NP_000818.2
K05199	NP_000818.2
K05200	NP_000818.2
K05313	NP_000818.2
K05197	NP_000819.4
K05198	NP_000819.4
K05199	NP_000819.4
K05200	NP_000819.4
K05313	NP_000819.4
K05197	NP_000820.4
K05198	NP_000820.4
K05199	NP_000820.4
K05200	NP_000820.4
K05313	NP_000820.4
K05201	NP_000821.1
K05202	NP_000821.1
K05203	NP_000821.1
K05313	NP_000821.1
K05201	NP_000822.2
K05202	NP_000822.2
K05203	NP_000822.2
K05313	NP_000822.2
K05208	NP_000823.4
K05209	NP_000824.1
K05210	NP_000824.1
K05211	NP_000824.1
K05212	NP_000824.1
K05209	NP_000825.2
K05210	NP_000825.2
K05211	NP_000825.2
K05212	NP_000825.2
K05209	NP_000826.2
K05210	NP_000826.2
K05211	NP_000826.2
K05212	NP_000826.2
K05209	NP_000827.2
K05210	NP_000827.2
K05211	NP_000827.2
K05212	NP_000827.2
K06890	NP_000828.1
K04603	NP_000830.2
K04604	NP_000830.2
K04605	NP_000830.2
K04607	NP_000830.2
K04608	NP_000830.2
K04603	NP_000831.2
K04604	NP_000831.2
K04605	NP_000831.2
K04607	NP_000831.2
K04608	NP_000831.2
K04603	NP_000832.1
K04604	NP_000832.1
K04605	NP_000832.1
K04607	NP_000832.1
K04608	NP_000832.1
K04603	NP_000833.1
K04604	NP_000833.1
K04605	NP_000833.1
K04607	NP_000833.1
K04608	NP_000833.1
K04603	NP_000834.2
K04604	NP_000834.2
K04605	NP_000834.2
K04607	NP_000834.2
K04608	NP_000834.2
K04603	NP_000835.1
K04604	NP_000835.1
K04605	NP_000835.1
K04607	NP_000835.1
K04608	NP_000835.1
K04603	NP_000836.2
K04604	NP_000836.2
K04605	NP_000836.2
K04607	NP_000836.2
K04608	NP_000836.2
K00799	NP_000837.3
K00799	NP_000838.3
K00799	NP_000839.1
K00799	NP_000840.2
K00799	NP_000841.1
K00799	NP_000842.2
K00799	NP_000843.1
K00799	NP_000844.2
K00799	NP_000845.2
K12318	NP_000846.1
K12319	NP_000846.1
K12318	NP_000847.2
K12319	NP_000847.2
K12318	NP_000848.1
K12319	NP_000848.1
K00942	NP_000849.1
K00021	NP_000850.1
K00069	NP_000851.2
K04149	NP_000852.1
K00070	NP_000853.1
K04153	NP_000854.1
K04153	NP_000855.1
K04153	NP_000856.1
K04153	NP_000857.1
K04157	NP_000858.3
K04157	NP_000859.2
K04819	NP_000860.3
K04160	NP_000861.1
K04162	NP_000862.1
K04153	NP_000863.1
K04163	NP_000863.1
K04165	NP_000863.1
K06486	NP_000864.2
K06490	NP_000864.2
K06523	NP_000864.2
K05131	NP_000865.2
K04527	NP_000866.1
K05086	NP_000866.1
K05087	NP_000866.1
K06564	NP_000867.3
K04386	NP_000868.1
K05172	NP_000868.1
K05069	NP_000869.1
K05428	NP_000870.1
K05431	NP_000871.1
K05406	NP_000873.2
K00088	NP_000874.2
K00088	NP_000875.2
K06483	NP_000876.3
K06484	NP_000876.3
K06487	NP_000876.3
K06584	NP_000876.3
K06585	NP_000876.3
K06461	NP_000878.2
K06462	NP_000878.2
K06594	NP_000878.2
K06589	NP_000879.2
K06590	NP_000880.1
K08529	NP_000880.1
K04996	NP_000881.3
K04998	NP_000881.3
K04999	NP_000881.3
K05000	NP_000881.3
K05002	NP_000881.3
K05005	NP_000881.3
K05330	NP_000881.3
K19468	NP_000881.3
K04996	NP_000882.1
K04998	NP_000882.1
K04999	NP_000882.1
K05000	NP_000882.1
K05002	NP_000882.1
K05005	NP_000882.1
K05330	NP_000882.1
K01323	NP_000883.2
K01324	NP_000883.2
K03898	NP_000884.1
K08521	NP_000885.1
K10045	NP_000885.1
K01254	NP_000886.1
K00490	NP_000887.2
K07426	NP_000887.2
K15001	NP_000887.2
K17687	NP_000887.2
K17688	NP_000887.2
K17726	NP_000887.2
K17728	NP_000887.2
K17729	NP_000887.2
K17730	NP_000887.2
K17731	NP_000887.2
K00274	NP_000889.3
K05461	NP_000890.1
K19481	NP_000891.2
K08555	NP_000892.2
K01389	NP_000893.2
K08635	NP_000893.2
K00355	NP_000894.1
K08071	NP_000895.2
K05232	NP_000896.1
K12323	NP_000897.3
K12324	NP_000897.3
K12325	NP_000899.1
K04204	NP_000900.1
K04206	NP_000900.1
K04209	NP_000900.1
K04217	NP_000900.1
K04221	NP_000900.1
K04230	NP_000900.1
K04205	NP_000901.1
K04209	NP_000901.1
K04213	NP_000902.3
K04214	NP_000903.2
K04218	NP_000903.2
K04213	NP_000905.3
K04215	NP_000905.3
K05242	NP_000906.1
K05243	NP_000906.1
K04226	NP_000907.2
K04229	NP_000907.2
K00472	NP_000908.2
K09580	NP_000909.2
K00504	NP_000910.2
K18200	NP_000910.2
K01958	NP_000911.2
K13296	NP_000912.3
K19021	NP_000912.3
K13296	NP_000913.2
K19021	NP_000913.2
K13293	NP_000914.2
K13755	NP_000914.2
K15309	NP_000914.2
K13293	NP_000915.1
K13755	NP_000915.1
K18437	NP_000915.1
K00162	NP_000916.2
K09189	NP_000916.2
K08556	NP_000917.3
K05658	NP_000918.2
K05659	NP_000918.2
K05660	NP_000918.2
K05664	NP_000918.2
K01047	NP_000919.1
K01047	NP_000920.1
K01343	NP_000921.1
K05858	NP_000923.1
K05858	NP_000924.3
K00473	NP_000926.2
K13645	NP_000926.2
K13646	NP_000926.2
K13647	NP_000926.2
K15174	NP_000926.2
K14073	NP_000927.1
K14074	NP_000927.1
K14075	NP_000927.1
K03010	NP_000929.1
K05228	NP_000930.1
K01045	NP_000931.1
K03768	NP_000933.1
K03768	NP_000934.1
K09563	NP_000934.1
K04348	NP_000935.1
K06268	NP_000936.1
K02684	NP_000937.1
K16733	NP_000937.1
K02685	NP_000938.2
K05439	NP_000939.1
K05081	NP_000940.1
K04279	NP_000943.1
K04332	NP_000944.1
K01830	NP_000945.3
K04258	NP_000946.2
K04259	NP_000947.2
K04332	NP_000947.2
K04261	NP_000949.1
K04262	NP_000950.1
K04263	NP_000951.1
K01831	NP_000952.1
K00509	NP_000953.2
K11987	NP_000953.2
K00509	NP_000954.1
K11987	NP_000954.1
K08527	NP_000955.1
K08528	NP_000955.1
K08529	NP_000955.1
K08527	NP_000956.2
K08528	NP_000956.2
K08529	NP_000956.2
K08527	NP_000957.1
K08528	NP_000957.1
K08529	NP_000957.1
K02925	NP_000958.1
K02930	NP_000959.2
K02932	NP_000960.2
K02934	NP_000961.2
K02937	NP_000962.2
K02938	NP_000964.1
K02868	NP_000966.2
K10523	NP_000966.2
K02870	NP_000967.1
K02873	NP_000968.2
K02894	NP_000969.1
K02883	NP_000970.1
K02882	NP_000971.1
K02885	NP_000972.1
K02889	NP_000973.2
K02891	NP_000974.1
K02893	NP_000975.2
K02880	NP_000976.1
K02896	NP_000977.1
K02898	NP_000978.1
K02901	NP_000979.1
K02908	NP_000980.1
K02900	NP_000981.1
K02903	NP_000982.2
K02905	NP_000983.1
K02910	NP_000984.1
K02912	NP_000985.1
K02915	NP_000986.2
K02917	NP_000987.2
K02922	NP_000988.1
K02921	NP_000989.1
K02923	NP_000990.1
K02924	NP_000991.1
K02929	NP_000992.1
K02941	NP_000993.1
K02942	NP_000994.1
K02943	NP_000995.1
K02985	NP_000996.2
K02987	NP_000998.1
K02987	NP_000999.1
K02989	NP_001000.2
K02991	NP_001001.2
K17338	NP_001001330.1
K06087	NP_001001346.1
K09140	NP_001001410.1
K19738	NP_001001412.3
K09228	NP_001001415.2
K09229	NP_001001415.2
K20133	NP_001001418.5
K20134	NP_001001418.5
K15286	NP_001001479.1
K20064	NP_001001549.1
K00851	NP_001001551.2
K20012	NP_001001557.1
K20013	NP_001001557.1
K17496	NP_001001563.2
K10859	NP_001001655.1
K04257	NP_001001656.1
K04257	NP_001001657.1
K09228	NP_001001661.1
K09228	NP_001001662.1
K10523	NP_001001664.1
K00488	NP_001001665.3
K07436	NP_001001665.3
K07438	NP_001001665.3
K17951	NP_001001665.3
K09228	NP_001001668.3
K20710	NP_001001669.2
K04426	NP_001001671.3
K13986	NP_001001671.3
K04257	NP_001001674.1
K15131	NP_001001683.1
K11885	NP_001001711.1
K00653	NP_001001722.1
K19352	NP_001001732.2
K07986	NP_001001788.2
K07987	NP_001001788.2
K17773	NP_001001790.1
K17654	NP_001001794.3
K08487	NP_001001850.1
K04702	NP_001001852.2
K08807	NP_001001852.2
K04257	NP_001001912.2
K04257	NP_001001913.1
K04257	NP_001001914.1
K04257	NP_001001915.1
K04257	NP_001001917.3
K04257	NP_001001918.1
K04257	NP_001001919.1
K04257	NP_001001920.2
K04257	NP_001001921.1
K04257	NP_001001922.2
K04257	NP_001001923.1
K09375	NP_001001933.1
K04257	NP_001001952.1
K04257	NP_001001953.1
K04257	NP_001001954.1
K04257	NP_001001955.2
K04257	NP_001001956.1
K04257	NP_001001957.2
K04257	NP_001001958.1
K04257	NP_001001959.1
K04257	NP_001001960.1
K04257	NP_001001961.2
K04257	NP_001001963.1
K04257	NP_001001965.1
K04257	NP_001001966.1
K04257	NP_001001967.1
K04257	NP_001001968.1
K08778	NP_001002036.3
K02993	NP_001002.1
K11156	NP_001002254.1
K12160	NP_001002255.1
K01106	NP_001002837.1
K11270	NP_001002847.1
K04257	NP_001002905.1
K08428	NP_001002911.1
K08430	NP_001002911.1
K01056	NP_001002913.1
K11252	NP_001002916.4
K04257	NP_001002917.1
K04257	NP_001002918.1
K17299	NP_001002920.1
K04257	NP_001002925.1
K03004	NP_001002926.1
K02995	NP_001003.1
K04257	NP_001003443.2
K11298	NP_001003681.1
K20210	NP_001003698.1
K04257	NP_001003750.1
K10447	NP_001003760.2
K10467	NP_001003760.2
K10648	NP_001003819.1
K11999	NP_001003819.1
K12015	NP_001003819.1
K05048	NP_001003841.1
K05334	NP_001003841.1
K09195	NP_001003845.1
K09200	NP_001003845.1
K00653	NP_001003894.1
K11284	NP_001003937.2
K11289	NP_001003937.2
K13828	NP_001003938.1
K04257	NP_001004052.1
K04257	NP_001004058.2
K04257	NP_001004059.2
K04257	NP_001004064.1
K04257	NP_001004124.1
K03844	NP_001004127.2
K04257	NP_001004134.1
K04257	NP_001004137.1
K16773	NP_001004298.2
K09228	NP_001004301.2
K16848	NP_001004309.2
K17273	NP_001004310.2
K09066	NP_001004311.2
K18754	NP_001004317.1
K22390	NP_001004318.2
K03871	NP_001004319.1
K15537	NP_001004320.1
K09228	NP_001004328.1
K19770	NP_001004333.3
K10350	NP_001004339.2
K09434	NP_001004341.1
K10649	NP_001004342.3
K10435	NP_001004343.1
K13403	NP_001004346.2
K08694	NP_001004351.3
K06587	NP_001004439.1
K04257	NP_001004450.2
K04257	NP_001004451.1
K04257	NP_001004452.1
K04257	NP_001004453.2
K04257	NP_001004454.1
K04257	NP_001004456.1
K04257	NP_001004457.2
K04257	NP_001004458.2
K04257	NP_001004459.2
K04257	NP_001004460.1
K04257	NP_001004462.1
K04257	NP_001004463.1
K04257	NP_001004464.1
K04257	NP_001004465.1
K04257	NP_001004466.1
K04257	NP_001004469.1
K03369	NP_001004470.1
K03371	NP_001004470.1
K06612	NP_001004470.1
K06615	NP_001004470.1
K04257	NP_001004471.1
K04257	NP_001004472.1
K04257	NP_001004473.1
K04257	NP_001004474.2
K04257	NP_001004475.1
K04257	NP_001004476.1
K04257	NP_001004477.1
K04257	NP_001004478.1
K04257	NP_001004481.1
K04257	NP_001004482.1
K04257	NP_001004483.1
K04257	NP_001004484.2
K04257	NP_001004485.1
K04257	NP_001004486.1
K04257	NP_001004487.1
K04257	NP_001004489.1
K04257	NP_001004490.1
K04257	NP_001004491.2
K04257	NP_001004492.1
K04257	NP_001004684.1
K04257	NP_001004686.1
K04257	NP_001004687.1
K04257	NP_001004688.1
K04257	NP_001004689.1
K04257	NP_001004690.1
K04257	NP_001004691.1
K04257	NP_001004692.1
K04257	NP_001004695.1
K04257	NP_001004699.1
K04257	NP_001004700.2
K04257	NP_001004701.2
K04257	NP_001004702.2
K04257	NP_001004703.1
K04257	NP_001004704.1
K04257	NP_001004705.1
K04257	NP_001004706.1
K04257	NP_001004707.1
K04257	NP_001004708.1
K04257	NP_001004711.1
K04257	NP_001004713.1
K04257	NP_001004725.1
K04257	NP_001004726.1
K04257	NP_001004727.1
K04257	NP_001004728.1
K04257	NP_001004729.1
K04257	NP_001004730.1
K04257	NP_001004731.2
K04257	NP_001004732.2
K04257	NP_001004733.1
K04257	NP_001004735.1
K04257	NP_001004736.2
K04257	NP_001004737.1
K04257	NP_001004738.1
K04257	NP_001004739.1
K04257	NP_001004740.1
K04257	NP_001004741.1
K04257	NP_001004748.1
K04257	NP_001004749.1
K04257	NP_001004750.1
K04257	NP_001004751.1
K04257	NP_001004752.2
K04257	NP_001004753.2
K04257	NP_001004754.1
K04257	NP_001004755.1
K04257	NP_001004756.2
K04257	NP_001004757.1
K04257	NP_001004758.1
K04257	NP_001004759.2
K04257	NP_001004760.3
K04257	NP_001005160.1
K04257	NP_001005161.2
K04257	NP_001005162.2
K04257	NP_001005163.1
K04257	NP_001005165.1
K04257	NP_001005166.3
K04257	NP_001005167.1
K04257	NP_001005168.2
K04257	NP_001005169.1
K04257	NP_001005170.2
K04257	NP_001005171.2
K04257	NP_001005172.2
K04257	NP_001005173.3
K04257	NP_001005174.1
K04257	NP_001005175.3
K04257	NP_001005177.3
K04257	NP_001005178.1
K04257	NP_001005179.3
K04257	NP_001005180.1
K04257	NP_001005181.1
K04257	NP_001005182.1
K04257	NP_001005183.1
K04257	NP_001005184.2
K04257	NP_001005185.1
K04257	NP_001005186.2
K04257	NP_001005187.1
K04257	NP_001005188.1
K04257	NP_001005189.1
K04257	NP_001005190.1
K04257	NP_001005191.1
K04257	NP_001005192.2
K04257	NP_001005193.2
K04257	NP_001005194.2
K04257	NP_001005195.1
K04257	NP_001005196.1
K04257	NP_001005197.1
K04257	NP_001005198.2
K02947	NP_001005.1
K04257	NP_001005200.1
K04257	NP_001005201.1
K04257	NP_001005211.1
K04257	NP_001005212.1
K04257	NP_001005218.1
K04257	NP_001005221.2
K04257	NP_001005224.1
K04257	NP_001005234.1
K04257	NP_001005235.1
K04257	NP_001005236.3
K04257	NP_001005237.1
K04257	NP_001005238.1
K04257	NP_001005239.2
K04257	NP_001005240.1
K04257	NP_001005243.2
K04257	NP_001005245.1
K04257	NP_001005272.3
K04257	NP_001005274.1
K04257	NP_001005275.2
K04257	NP_001005276.1
K04257	NP_001005277.1
K04257	NP_001005278.1
K04257	NP_001005279.1
K04257	NP_001005280.1
K04257	NP_001005283.1
K04257	NP_001005285.1
K04257	NP_001005286.1
K04257	NP_001005288.1
K04257	NP_001005289.2
K04257	NP_001005323.1
K04257	NP_001005324.1
K04257	NP_001005325.1
K04257	NP_001005326.1
K04257	NP_001005327.2
K04257	NP_001005329.1
K04257	NP_001005338.1
K17299	NP_001005356.1
K09103	NP_001005463.1
K11253	NP_001005464.1
K11254	NP_001005464.1
K04257	NP_001005465.1
K04257	NP_001005466.2
K04257	NP_001005467.1
K04257	NP_001005468.1
K04257	NP_001005469.1
K04257	NP_001005470.1
K04257	NP_001005479.2
K04257	NP_001005482.2
K04257	NP_001005484.2
K04257	NP_001005487.1
K04257	NP_001005489.1
K04257	NP_001005490.1
K04257	NP_001005491.2
K04257	NP_001005492.1
K04257	NP_001005493.1
K04257	NP_001005494.1
K04257	NP_001005496.1
K04257	NP_001005497.1
K04257	NP_001005499.1
K04257	NP_001005500.1
K04257	NP_001005504.1
K04257	NP_001005512.2
K04257	NP_001005513.1
K04257	NP_001005514.1
K04257	NP_001005515.1
K04257	NP_001005516.1
K04257	NP_001005517.1
K04257	NP_001005518.1
K04257	NP_001005519.2
K04257	NP_001005522.1
K04257	NP_001005566.1
K04257	NP_001005567.2
K18462	NP_001005751.1
K04257	NP_001005853.1
K01530	NP_001005855.1
K14802	NP_001005855.1
K12885	NP_001006117.2
K12885	NP_001006118.2
K12885	NP_001006120.2
K12885	NP_001006121.1
K02949	NP_001006.1
K06563	NP_001007034.1
K06721	NP_001007034.1
K06795	NP_001007034.1
K10057	NP_001007034.1
K10058	NP_001007034.1
K10059	NP_001007034.1
K10060	NP_001007034.1
K17514	NP_001007034.1
K22244	NP_001007034.1
K09228	NP_001007249.1
K04459	NP_001007272.1
K14165	NP_001007272.1
K17614	NP_001007272.1
K20216	NP_001007272.1
K02951	NP_001007.2
K20135	NP_001007524.1
K20135	NP_001007525.1
K16831	NP_001007528.1
K16504	NP_001007541.2
K13143	NP_001007552.2
K13180	NP_001007552.2
K02953	NP_001008.1
K18178	NP_001008216.1
K01176	NP_001008219.1
K01176	NP_001008220.1
K12036	NP_001008275.2
K20399	NP_001008396.1
K00432	NP_001008398.2
K09228	NP_001008401.3
K16603	NP_001008409.1
K13248	NP_001008489.1
K18411	NP_001008495.2
K02156	NP_001008496.2
K00816	NP_001008661.1
K13905	NP_001008693.2
K01014	NP_001008743.1
K01016	NP_001008743.1
K01025	NP_001008743.1
K17047	NP_001008749.2
K10321	NP_001008777.2
K08694	NP_001008778.2
K15281	NP_001008783.1
K21668	NP_001008784.2
K09228	NP_001008801.1
K08856	NP_001008910.1
K02958	NP_001009.1
K04382	NP_001009552.1
K22074	NP_001009552.1
K08824	NP_001009565.1
K09353	NP_001009812.1
K17598	NP_001009991.2
K20639	NP_001010000.1
K02957	NP_001010.2
K05457	NP_001010848.2
K09228	NP_001010851.1
K21843	NP_001010854.1
K21290	NP_001010855.1
K19581	NP_001010861.1
K22073	NP_001010867.1
K18405	NP_001010870.1
K05770	NP_001010873.1
K15106	NP_001010875.1
K09228	NP_001010879.2
K01441	NP_001010887.2
K04711	NP_001010887.2
K18668	NP_001010888.3
K17776	NP_001010891.4
K19756	NP_001010892.1
K14343	NP_001010893.1
K05048	NP_001010898.1
K10703	NP_001010915.2
K01052	NP_001010939.2
K14452	NP_001010939.2
K19406	NP_001010939.2
K07425	NP_001010969.2
K07426	NP_001010969.2
K15001	NP_001010969.2
K17687	NP_001010969.2
K17688	NP_001010969.2
K17726	NP_001010969.2
K17728	NP_001010969.2
K17729	NP_001010969.2
K17730	NP_001010969.2
K17731	NP_001010969.2
K18228	NP_001010969.2
K21805	NP_001010977.1
K01432	NP_001010982.2
K14217	NP_001010987.1
K02960	NP_001011.1
K14158	NP_001011547.2
K14382	NP_001011547.2
K14383	NP_001011547.2
K14384	NP_001011547.2
K14389	NP_001011547.2
K14391	NP_001011547.2
K05742	NP_001011552.2
K12040	NP_001011552.2
K13961	NP_001011552.2
K14722	NP_001011552.2
K14723	NP_001011552.2
K14076	NP_001011709.2
K00670	NP_001011713.2
K05249	NP_001011717.1
K01131	NP_001011719.1
K12374	NP_001011719.1
K18222	NP_001011719.1
K12741	NP_001011724.1
K13158	NP_001011724.1
K14411	NP_001011724.1
K13163	NP_001012241.1
K14820	NP_001012241.1
K01135	NP_001012301.1
K04515	NP_001012301.1
K12375	NP_001012301.1
K19503	NP_001012302.2
K12029	NP_001012414.1
K00907	NP_001012418.2
K09230	NP_001012458.1
K09228	NP_001012771.1
K09228	NP_001012774.1
K14169	NP_001012777.1
K06847	NP_001012779.2
K20103	NP_001012985.2
K01488	NP_001012987.1
K13126	NP_001012995.1
K09229	NP_001012999.3
K09230	NP_001012999.3
K18179	NP_001013003.1
K10580	NP_001013007.1
K01265	NP_001013012.1
K17921	NP_001013012.1
K02966	NP_001013.1
K04257	NP_001013372.1
K04257	NP_001013374.2
K04257	NP_001013375.1
K04257	NP_001013376.2
K11171	NP_001013597.1
K18201	NP_001013641.2
K03850	NP_001013642.2
K17579	NP_001013648.1
K13616	NP_001013652.1
K14349	NP_001013652.1
K14351	NP_001013652.1
K15630	NP_001013679.2
K09228	NP_001013681.2
K06788	NP_001013683.1
K11253	NP_001013721.2
K11254	NP_001013721.2
K16196	NP_001013725.2
K20255	NP_001013728.2
K09395	NP_001013757.1
K00901	NP_001013764.1
K17587	NP_001013765.2
K20493	NP_001013860.1
K02969	NP_001014.1
K17822	NP_001014305.1
K10384	NP_001014364.1
K21410	NP_001014980.1
K13113	NP_001014999.1
K15078	NP_001014999.1
K00933	NP_001015001.1
K08367	NP_001015051.3
K09278	NP_001015051.3
K09280	NP_001015051.3
K02971	NP_001015.1
K19371	NP_001015882.2
K02973	NP_001016.1
K02974	NP_001017.1
K20719	NP_001017363.1
K20804	NP_001017368.1
K01014	NP_001017390.1
K01016	NP_001017390.1
K01025	NP_001017390.1
K13143	NP_001017417.1
K13180	NP_001017417.1
K11268	NP_001017420.1
K13143	NP_001017435.1
K13180	NP_001017435.1
K13143	NP_001017438.2
K13180	NP_001017438.2
K10483	NP_001017523.1
K10521	NP_001017523.1
K16358	NP_001017924.1
K11804	NP_001017930.1
K15271	NP_001017975.5
K11251	NP_001017990.1
K11251	NP_001017991.1
K04545	NP_001017998.1
K16837	NP_001018024.1
K16837	NP_001018025.1
K22031	NP_001018100.1
K00940	NP_001018146.1
K09228	NP_001018855.2
K09228	NP_001018857.2
K20358	NP_001018861.3
K16774	NP_001018864.2
K08858	NP_001019572.1
K12172	NP_001019628.3
K17656	NP_001019764.1
K09228	NP_001019767.1
K09088	NP_001019769.1
K11252	NP_001019770.1
K06989	NP_001019827.2
K21775	NP_001019845.2
K16633	NP_001019993.1
K06115	NP_001020029.1
K02976	NP_001020.2
K06566	NP_001020466.1
K07907	NP_001020471.3
K19500	NP_001020527.2
K16608	NP_001021100.3
K02978	NP_001021.1
K02979	NP_001022.1
K02980	NP_001023.1
K10807	NP_001024.1
K15287	NP_001025029.2
K21916	NP_001025030.1
K21922	NP_001025030.1
K10292	NP_001025031.2
K10318	NP_001025031.2
K18741	NP_001025032.1
K18760	NP_001025032.1
K05467	NP_001025042.2
K20243	NP_001025045.3
K05759	NP_001025057.1
K01834	NP_001025062.1
K11799	NP_001025126.2
K09228	NP_001025168.2
K15295	NP_001025176.1
K10808	NP_001025.1
K18693	NP_001025230.1
K04961	NP_001026.2
K04962	NP_001026.2
K04963	NP_001026.2
K17675	NP_001026.2
K00128	NP_001026786.3
K00129	NP_001026786.3
K04513	NP_001026786.3
K18183	NP_001026788.1
K08694	NP_001026789.2
K09228	NP_001026835.1
K00326	NP_001026842.2
K12896	NP_001026854.1
K14018	NP_001026859.1
K06841	NP_001026872.2
K06842	NP_001026872.2
K20365	NP_001026881.1
K15430	NP_001026882.2
K22137	NP_001026883.1
K09518	NP_001026893.1
K09520	NP_001026893.1
K19466	NP_001026895.2
K07928	NP_001027004.1
K05274	NP_001027006.2
K04961	NP_001027.3
K04962	NP_001027.3
K04963	NP_001027.3
K17675	NP_001027.3
K09176	NP_001027451.1
K09180	NP_001027451.1
K17784	NP_001027535.1
K01025	NP_001027549.1
K01315	NP_001027564.1
K09644	NP_001027564.1
K07893	NP_001027898.2
K07894	NP_001027898.2
K07895	NP_001027898.2
K07896	NP_001027898.2
K04845	NP_001028.1
K06824	NP_001028219.1
K14165	NP_001028747.1
K17361	NP_001028755.2
K09228	NP_001028891.2
K04824	NP_001029.1
K11253	NP_001029249.1
K11254	NP_001029249.1
K00289	NP_001029345.2
K15624	NP_001030004.1
K15625	NP_001030004.1
K00710	NP_001030017.2
K03440	NP_001030.2
K04827	NP_001030.2
K17635	NP_001030300.3
K17639	NP_001030300.3
K00659	NP_001032238.1
K01068	NP_001032238.1
K11993	NP_001032239.1
K09404	NP_001032242.1
K01203	NP_001032.2
K12047	NP_001032.2
K09228	NP_001032309.2
K01415	NP_001032401.1
K16767	NP_001032402.1
K04951	NP_001032406.1
K09228	NP_001032824.2
K18401	NP_001032895.2
K09228	NP_001032902.1
K08091	NP_001032903.1
K09593	NP_001032903.1
K20231	NP_001032903.1
K12172	NP_001032955.1
K19471	NP_001033722.1
K20358	NP_001033729.2
K08433	NP_001033794.1
K06883	NP_001034172.3
K07937	NP_001034172.3
K07938	NP_001034172.3
K05035	NP_001034.1
K05036	NP_001034.1
K19949	NP_001034201.2
K22127	NP_001034201.2
K09228	NP_001034216.2
K16449	NP_001034241.1
K08393	NP_001034254.2
K17681	NP_001034300.2
K06499	NP_001034302.2
K18262	NP_001034437.1
K10494	NP_001034449.1
K20133	NP_001034486.2
K20134	NP_001034486.2
K20406	NP_001034565.1
K22370	NP_001034568.1
K09630	NP_001034592.1
K19583	NP_001034636.1
K10461	NP_001034637.2
K13959	NP_001034637.2
K02987	NP_001034656.1
K12394	NP_001034658.1
K12395	NP_001034658.1
K10434	NP_001034669.1
K08795	NP_001034671.3
K11840	NP_001034679.2
K18932	NP_001034706.1
K21548	NP_001034707.1
K20362	NP_001034760.1
K11270	NP_001034779.1
K18066	NP_001034782.1
K15210	NP_001034786.1
K08206	NP_001034841.3
K08207	NP_001034841.3
K08208	NP_001034841.3
K18597	NP_001034842.2
K18598	NP_001034842.2
K09228	NP_001034975.2
K09228	NP_001034980.1
K09076	NP_001035047.1
K13575	NP_001035049.1
K13855	NP_001035049.1
K13858	NP_001035049.1
K13859	NP_001035049.1
K13861	NP_001035049.1
K05702	NP_001035089.1
K17096	NP_001035173.1
K22016	NP_001035194.1
K22018	NP_001035194.1
K19924	NP_001035218.1
K16761	NP_001035247.1
K13981	NP_001035267.1
K09228	NP_001035275.1
K08805	NP_001035350.2
K19529	NP_001035364.2
K19493	NP_001035373.1
K03514	NP_001035374.2
K16495	NP_001035519.1
K16499	NP_001035519.1
K18175	NP_001035521.1
K01866	NP_001035526.1
K10495	NP_001035531.2
K10323	NP_001035535.1
